href	language_num	sex	birth_place	native_language	other_languages	age_sex	age_of_english_onset	english_learning_method	english_residence	length_of_english_residence	age	category
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=732	spanish49	male	['tandil,', 'argentina']	"spanish
(spa)"	['japanese', '']	['31,', 'male', '']	6.0	academic	['']	0.0	31.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=752	spanish50	male	['dominican', 'republic']	"spanish
(spa)"	['none']	['27,', 'male', '']	15.0	academic	['usa']	0.25	27.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=753	spanish51	male	['puerto', 'rico']	"spanish
(spa)"	['none']	['20,', 'male', '']	6.0	academic	['usa']	20.0	20.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=777	spanish52	female	['cauca,', 'colombia']	"spanish
(spa)"	['french', 'italian', '']	['29,', 'female', '']	21.0	academic	['usa']	3.0	29.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=797	spanish53	male	['bogota,', 'colombia']	"spanish
(spa)"	['portuguese', '']	['33,', 'male', '']	6.0	academic	['usa']	1.2	33.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=800	spanish54	male	['mar,', 'chile']	"spanish
(spa)"	['none']	['25,', 'male', '']	18.0	academic	['usa']	1.0	25.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=810	spanish55	male	['tandil,', 'argentina']	"spanish
(spa)"	['none']	['36,', 'male', '']	9.0	academic	['usa']	3.2	36.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=838	spanish56	male	['monterrey,', 'mexico']	"spanish
(spa)"	['german', 'french', 'chinese', '']	['22,', 'male', '']	8.0	academic	['']	0.0	22.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=886	spanish57	male	['montevideo,', 'uruguay']	"spanish
(spa)"	['italian', '']	['33,', 'male', '']	11.0	academic	['ireland,', 'usa']	6.0	33.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=906	spanish58	male	['bogota,', 'colombia']	"spanish
(spa)"	['none']	['31,', 'male', '']	18.0	academic	['usa']	2.0	31.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=908	spanish59	female	['puerto', 'rico']	"spanish
(spa)"	['none']	['31,', 'female', '']	5.0	naturalistic	['usa']	26.0	31.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=915	spanish60	female	['dominican', 'republic']	"spanish
(spa)"	['french', '']	['18,', 'female', '']	9.0	naturalistic	['usa']	10.0	18.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=924	spanish61	male	['azuaga,', 'spain']	"spanish
(spa)"	['french', '']	['67,', 'male', '']	39.0	naturalistic	['usa']	30.0	67.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=925	spanish62	female	['aires,', 'argentina']	"spanish
(spa)"	['italian', 'french', 'portuguese', '']	['63,', 'female', '']	19.0	academic	['usa']	41.0	63.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=959	spanish63	female	['coruna,', 'spain']	"spanish
(spa)"	['catalan', 'italian', 'german', '']	['32,', 'female', '']	10.0	academic	['uk,', 'usa']	4.0	32.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=962	spanish64	male	['medellin,', 'colombia']	"spanish
(spa)"	['none']	['28,', 'male', '']	12.0	academic	['']	0.0	28.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1069	spanish65	male	['barranquilla,', 'colombia']	"spanish
(spa)"	['none']	['32,', 'male', '']	12.0	naturalistic	['usa']	20.0	32.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1077	spanish66	male	['el', 'salvador']	"spanish
(spa)"	['none']	['30,', 'male', '']	12.0	naturalistic	['canada']	18.0	30.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1111	spanish67	female	['marta,', 'colombia']	"spanish
(spa)"	['french', '']	['48,', 'female', '']	14.0	academic	['usa']	4.0	48.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1227	spanish68	male	['fernando,', 'chile']	"spanish
(spa)"	['german', '']	['27,', 'male', '']	14.0	academic	['australia']	0.8	27.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1229	spanish69	female	['caracas,', 'venezuela']	"spanish
(spa)"	['french', '']	['20,', 'female', '']	7.0	naturalistic	['usa']	10.0	20.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1230	spanish70	female	['bogota,', 'colombia']	"spanish
(spa)"	['french', '']	['30,', 'female', '']	10.0	academic	['usa']	1.5	30.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1231	spanish71	male	['rosario,', 'argentina']	"spanish
(spa)"	['swedish', 'italian', '']	['24,', 'male', '']	6.0	academic	['']	0.0	24.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1238	spanish72	female	['florida,', 'usa']	"spanish
(spa)"	['none']	['20,', 'female', '']	5.0	naturalistic	['usa']	20.0	20.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1240	spanish73	male	['merida,', 'venezuela']	"spanish
(spa)"	['none']	['19,', 'male', '']	15.0	academic	['uk']	0.1	19.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1249	spanish74	male	['zaragoza,', 'spain']	"spanish
(spa)"	['none']	['44,', 'male', '']	14.0	academic	['']	0.0	44.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1273	spanish75	female	['lima,', 'peru']	"spanish
(spa)"	['french', 'dutch', '']	['28,', 'female', '']	5.0	academic	['usa']	8.0	28.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1290	spanish76	male	['paz,', 'bolivia']	"spanish
(spa)"	['french', 'italian', '']	['27,', 'male', '']	10.0	academic	['uk']	4.0	27.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1301	spanish77	male	['jalisco,', 'mexico']	"spanish
(spa)"	['none']	['45,', 'male', '']	13.0	academic	['usa']	2.0	45.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1338	spanish78	female	['lima,', 'peru']	"spanish
(spa)"	['french', '']	['55,', 'female', '']	5.0	academic	['usa']	16.0	55.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1344	spanish79	female	['lamas,', 'peru']	"spanish
(spa)"	['none']	['70,', 'female', '']	22.0	academic	['usa']	41.0	70.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1346	spanish80	female	['bogota,', 'colombia']	"spanish
(spa)"	['none']	['77,', 'female', '']	75.0	naturalistic	['usa']	12.0	77.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1347	spanish81	female	['puerto', 'rico']	"spanish
(spa)"	['none']	['63,', 'female', '']	7.0	academic	['usa']	2.5	63.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1396	spanish82	male	['paz,', 'bolivia']	"spanish
(spa)"	['none']	['49,', 'male', '']	14.0	academic	['usa']	12.0	49.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1397	spanish83	male	['paz,', 'bolivia']	"spanish
(spa)"	['italian', '']	['48,', 'male', '']	14.0	academic	['usa']	1.4	48.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1398	spanish84	female	['aires,', 'argentina']	"spanish
(spa)"	['none']	['19,', 'female', '']	4.0	academic	['usa']	0.2	19.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1399	spanish85	female	['aires,', 'argentina']	"spanish
(spa)"	['french', '']	['44,', 'female', '']	6.0	academic	['']	0.0	44.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1400	spanish86	male	['aires,', 'argentina']	"spanish
(spa)"	['french', '']	['23,', 'male', '']	4.0	academic	['']	0.0	23.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1401	spanish87	male	['paz,', 'bolivia']	"spanish
(spa)"	['none']	['55,', 'male', '']	9.0	academic	['usa,', 'ireland']	2.2	55.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1402	spanish88	male	['paz,', 'bolivia']	"spanish
(spa)"	['none']	['53,', 'male', '']	25.0	naturalistic	['usa']	29.0	53.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1425	spanish89	male	['monterrey,', 'mexico']	"spanish
(spa)"	['none']	['22,', 'male', '']	13.0	academic	['usa']	9.0	22.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1431	spanish90	female	['caracas,', 'venezuela']	"spanish
(spa)"	['italian', '']	['23,', 'female', '']	3.0	naturalistic	['usa']	2.0	23.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1433	spanish91	female	['caracas,', 'venezuela']	"spanish
(spa)"	['french', '']	['20,', 'female', '']	7.0	naturalistic	['usa']	10.0	20.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1435	spanish92	male	['cardenas,', 'cuba']	"spanish
(spa)"	['none']	['54,', 'male', '']	9.0	naturalistic	['usa']	45.0	54.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1436	spanish93	female	['rosa,', 'honduras']	"spanish
(spa)"	['none']	['29,', 'female', '']	18.0	naturalistic	['usa']	11.0	29.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1439	spanish94	male	['bogota,', 'colombia']	"spanish
(spa)"	['none']	['19,', 'male', '']	6.0	academic	['usa']	11.0	19.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1444	spanish95	female	['juarez,', 'mexico']	"spanish
(spa)"	['none']	['31,', 'female', '']	21.0	naturalistic	['usa']	10.0	31.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1449	spanish96	female	['arequipa,', 'peru']	"spanish
(spa)"	['portuguese', 'french', 'italian', 'quechua', '']	['29,', 'female', '']	12.0	academic	['usa']	4.25	29.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1450	spanish97	female	['bogota,', 'colombia']	"spanish
(spa)"	['german', '']	['52,', 'female', '']	19.0	academic	['usa']	17.5	52.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1451	spanish98	male	['veracruz,', 'mexico']	"spanish
(spa)"	['none']	['34,', 'male', '']	29.0	naturalistic	['usa']	5.0	34.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1506	spanish99	female	['lima,', 'peru']	"spanish
(spa)"	['none']	['20,', 'female', '']	4.0	academic	['usa']	1.5	20.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1508	spanish100	female	['iquitos,', 'peru']	"spanish
(spa)"	['arabic', '']	['30,', 'female', '']	26.0	academic	['usa']	8.0	30.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1574	spanish101	female	['el', 'salvador']	"spanish
(spa)"	['none']	['39,', 'female', '']	19.0	naturalistic	['usa']	24.0	39.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1575	spanish102	male	['cochabamba,', 'bolivia']	"spanish
(spa)"	['quechua', '']	['31,', 'male', '']	26.0	academic	['usa']	9.0	31.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1584	spanish103	male	['el', 'salvador']	"spanish
(spa)"	['none']	['46,', 'male', '']	15.0	naturalistic	['usa']	25.0	46.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1600	spanish104	female	['el', 'salvador']	"spanish
(spa)"	['none']	['28,', 'female', '']	20.0	naturalistic	['usa']	8.0	28.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1613	spanish105	female	['frontera,', 'spain']	"spanish
(spa)"	['latin', 'greek', 'arabic', 'german', '']	['41,', 'female', '']	10.0	academic	['usa']	12.0	41.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1621	spanish106	male	['lima,', 'peru']	"spanish
(spa)"	['none']	['21,', 'male', '']	5.0	academic	['usa']	10.0	21.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1622	spanish107	male	['el', 'salvador']	"spanish
(spa)"	['italian', '']	['36,', 'male', '']	14.0	naturalistic	['usa']	22.0	36.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1629	spanish108	male	['medellin,', 'colombia']	"spanish
(spa)"	['none']	['36,', 'male', '']	24.0	academic	['usa']	12.0	36.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1660	spanish109	male	['maracay,', 'venezuela']	"spanish
(spa)"	['french', 'portuguese', '']	['21,', 'male', '']	16.0	academic	['']	0.0	21.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1680	spanish110	male	['caracas,', 'venezuela']	"spanish
(spa)"	['german', 'japanese', '']	['20,', 'male', '']	18.0	academic	['']	0.0	20.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1689	spanish111	male	['santiago,', 'chile']	"spanish
(spa)"	['none']	['55,', 'male', '']	33.0	naturalistic	['usa']	23.7	55.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1693	spanish112	male	['paz,', 'bolivia']	"spanish
(spa)"	['none']	['25,', 'male', '']	15.0	academic	['usa']	15.0	25.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1695	spanish113	male	['cochabamba,', 'bolivia']	"spanish
(spa)"	['none']	['19,', 'male', '']	8.0	academic	['usa']	11.0	19.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1732	spanish114	female	['seville,', 'spain']	"spanish
(spa)"	['catalan', '']	['22,', 'female', '']	8.0	naturalistic	['uk']	0.25	22.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1744	spanish115	female	['paz,', 'bolivia']	"spanish
(spa)"	['french', '']	['58,', 'female', '']	8.0	academic	['usa']	15.0	58.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1747	spanish116	male	['bogota,', 'colombia']	"spanish
(spa)"	['french', '']	['37,', 'male', '']	6.0	academic	['usa']	3.0	37.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1797	spanish117	male	['madrid,', 'spain']	"spanish
(spa)"	['french', 'german', 'italian', 'portuguese', 'turkish', '']	['46,', 'male', '']	12.0	academic	['usa']	13.0	46.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1806	spanish118	female	['monterrey,', 'mexico']	"spanish
(spa)"	['italian', '']	['48,', 'female', '']	13.0	academic	['usa']	22.0	48.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1807	spanish119	female	['madrid,', 'spain']	"spanish
(spa)"	['french', '']	['40,', 'female', '']	11.0	naturalistic	['usa']	15.0	40.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1823	spanish120	female	['bogota,', 'colombia']	"spanish
(spa)"	['french', 'german', '']	['25,', 'female', '']	2.0	academic	['usa']	16.0	25.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1826	spanish121	male	['el', 'salvador']	"spanish
(spa)"	['none']	['34,', 'male', '']	21.0	academic	['usa']	10.0	34.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1831	spanish122	female	['toluca,', 'mexico']	"spanish
(spa)"	['none']	['26,', 'female', '']	10.0	academic	['usa']	16.0	26.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1834	spanish123	female	['ilbague,', 'colombia']	"spanish
(spa)"	['french', '']	['57,', 'female', '']	14.0	academic	['usa']	17.0	57.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1835	spanish124	male	['cruz,', 'bolivia']	"spanish
(spa)"	['none']	['22,', 'male', '']	5.0	naturalistic	['usa']	14.0	22.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1840	spanish125	male	['lima,', 'peru']	"spanish
(spa)"	['none']	['23,', 'male', '']	9.0	naturalistic	['usa']	14.0	23.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1853	spanish126	female	['colon,', 'panama']	"spanish
(spa)"	['french', '']	['54,', 'female', '']	5.0	naturalistic	['usa']	35.0	54.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1860	spanish127	male	['el', 'salvador']	"spanish
(spa)"	['italian', '']	['34,', 'male', '']	19.0	academic	['usa']	7.0	34.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1869	spanish128	female	['lima,', 'peru']	"spanish
(spa)"	['none']	['30,', 'female', '']	7.0	academic	['usa']	17.0	30.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1874	spanish129	female	['havana,', 'cuba']	"spanish
(spa)"	['none']	['47,', 'female', '']	30.0	naturalistic	['usa']	17.0	47.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1891	spanish130	male	['guayaquil,', 'ecuador']	"spanish
(spa)"	['french', '']	['27,', 'male', '']	21.0	naturalistic	['usa']	1.0	27.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1903	spanish131	male	['havana,', 'cuba']	"spanish
(spa)"	['none']	['56,', 'male', '']	25.0	naturalistic	['usa']	31.0	56.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1904	spanish132	female	['puerto', 'rico']	"spanish
(spa)"	['italian', '']	['50,', 'female', '']	15.0	academic	['usa']	30.0	50.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1916	spanish133	male	['cochabamba,', 'bolivia']	"spanish
(spa)"	['portuguese', 'japanese', '']	['38,', 'male', '']	19.0	academic	['usa']	13.0	38.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1921	spanish134	female	['el', 'salvador']	"spanish
(spa)"	['none']	['41,', 'female', '']	13.0	academic	['usa']	28.7	41.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1923	spanish135	female	['cuba,', 'cuba']	"spanish
(spa)"	['none']	['41,', 'female', '']	22.0	naturalistic	['usa']	18.0	41.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1949	spanish136	male	['santiago,', 'chile']	"spanish
(spa)"	['french', 'italian', '']	['49,', 'male', '']	8.0	academic	['usa']	41.0	49.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1979	spanish137	female	['el', 'salvador']	"spanish
(spa)"	['none']	['24,', 'female', '']	21.0	academic	['usa']	4.0	24.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1980	spanish138	female	['el', 'salvador']	"spanish
(spa)"	['none']	['24,', 'female', '']	16.0	academic	['usa']	8.0	24.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1981	spanish139	male	['city,', 'guatemala']	"spanish
(spa)"	['none']	['50,', 'male', '']	38.0	academic	['usa']	11.0	50.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1985	spanish140	female	['cochabamba,', 'bolivia']	"spanish
(spa)"	['quechua', '']	['37,', 'female', '']	31.0	academic	['usa']	6.0	37.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2009	spanish141	male	['el', 'salvador']	"spanish
(spa)"	['none']	['24,', 'male', '']	12.0	academic	['usa']	12.0	24.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2016	spanish142	female	['el', 'salvador']	"spanish
(spa)"	['none']	['59,', 'female', '']	8.0	academic	['usa']	33.0	59.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2026	spanish143	male	['oviedo,', 'spain']	"spanish
(spa)"	['none']	['45,', 'male', '']	6.0	academic	['uk,', 'usa']	12.5	45.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2051	spanish144	female	['zacatecas,', 'mexico']	"spanish
(spa)"	['none']	['33,', 'female', '']	23.0	naturalistic	['usa']	10.0	33.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2052	spanish145	female	['zacatecas,', 'mexico']	"spanish
(spa)"	['none']	['37,', 'female', '']	21.0	naturalistic	['usa']	16.0	37.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2057	spanish146	male	['oaxaca,', 'mexico']	"spanish
(spa)"	['none']	['25,', 'male', '']	18.0	naturalistic	['usa']	7.0	25.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2078	spanish147	male	['puerto_cabezas,', 'nicaragua']	"spanish
(spa)"	['miskito', '']	['26,', 'male', '']	15.0	academic	['']	0.0	26.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2079	spanish148	male	['ceiba,', 'honduras']	"spanish
(spa)"	['none']	['19,', 'male', '']	11.0	academic	['']	0.0	19.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2091	spanish149	male	['cabezas,', 'nicaragua']	"spanish
(spa)"	['miskito', '']	['23,', 'male', '']	22.0	naturalistic	['']	0.0	23.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2094	spanish150	male	['cabezas,', 'nicaragua']	"spanish
(spa)"	['none']	['18,', 'male', '']	13.0	academic	['']	0.0	18.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2096	spanish151	female	['coco,', 'nicaragua']	"spanish
(spa)"	['miskito', '']	['58,', 'female', '']	50.0	naturalistic	['']	0.0	58.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2100	spanish152	male	['barcelona,', 'spain']	"spanish
(spa)"	['catalan', '']	['51,', 'male', '']	25.0	naturalistic	['usa']	26.0	51.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2118	spanish153	male	['bogota,', 'colombia']	"spanish
(spa)"	['portuguese', '']	['21,', 'male', '']	10.0	naturalistic	['usa']	6.0	21.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2127	spanish154	male	['montevideo,', 'uruguay']	"spanish
(spa)"	['portuguese', '']	['30,', 'male', '']	4.0	academic	['usa']	1.5	30.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2130	spanish155	male	['lima,', 'peru']	"spanish
(spa)"	['none']	['27,', 'male', '']	9.0	naturalistic	['usa']	15.0	27.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2142	spanish156	female	['montevideo,', 'uruguay']	"spanish
(spa)"	['none']	['65,', 'female', '']	8.0	academic	['usa']	54.0	65.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2144	spanish157	female	['city,', 'mexico']	"spanish
(spa)"	['none']	['19,', 'female', '']	3.0	naturalistic	['usa']	16.0	19.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2148	spanish158	female	['puerto', 'rico']	"spanish
(spa)"	['none']	['54,', 'female', '']	37.0	academic	['usa']	16.0	54.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2149	spanish159	male	['el', 'salvador']	"spanish
(spa)"	['none']	['29,', 'male', '']	21.0	naturalistic	['usa']	11.0	29.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2150	spanish160	male	['bogota,', 'colombia']	"spanish
(spa)"	['none']	['20,', 'male', '']	7.0	academic	['usa']	9.0	20.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2156	spanish161	female	['leon,', 'nicaragua']	"spanish
(spa)"	['none']	['56,', 'female', '']	32.0	academic	['usa']	19.0	56.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2169	spanish162	male	['city,', 'mexico']	"spanish
(spa)"	['none']	['28,', 'male', '']	5.0	naturalistic	['usa,', 'uk']	5.0	28.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2212	spanish163	male	['asuncion,', 'paraguay']	"spanish
(spa)"	['none']	['25,', 'male', '']	15.0	academic	['usa']	5.0	25.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2230	spanish164	female	['zacatecas,', 'mexico']	"spanish
(spa)"	['none']	['35,', 'female', '']	27.0	naturalistic	['usa']	19.0	35.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2235	spanish165	male	['puerto', 'rico']	"spanish
(spa)"	['german', 'italian', '']	['62,', 'male', '']	4.0	academic	['usa']	11.0	62.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2238	spanish166	female	['dominican', 'republic']	"spanish
(spa)"	['none']	['26,', 'female', '']	11.0	academic	['usa']	5.0	26.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2239	spanish167	female	['lima,', 'peru']	"spanish
(spa)"	['japanese', '']	['29,', 'female', '']	15.0	academic	['usa']	15.0	29.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2240	spanish168	male	['pasto,', 'colombia']	"spanish
(spa)"	['none']	['28,', 'male', '']	4.0	academic	['usa']	0.4	28.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2250	spanish169	female	['puerto', 'rico']	"spanish
(spa)"	['none']	['36,', 'female', '']	10.0	academic	['usa']	16.0	36.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2259	spanish170	male	['cochabamba,', 'bolivia']	"spanish
(spa)"	['portuguese', '']	['25,', 'male', '']	2.0	naturalistic	['usa']	23.0	25.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2260	spanish171	female	['guayaquil,', 'ecuador']	"spanish
(spa)"	['none']	['23,', 'female', '']	8.0	academic	['usa']	10.0	23.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2279	spanish172	male	['el', 'salvador']	"spanish
(spa)"	['none']	['28,', 'male', '']	11.0	academic	['usa']	17.0	28.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2288	spanish173	female	['ambato,', 'ecuador']	"spanish
(spa)"	['none']	['31,', 'female', '']	24.0	academic	['usa']	1.0	31.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2298	spanish174	female	['falcon,', 'venezuela']	"spanish
(spa)"	['none']	['26,', 'female', '']	7.0	academic	['usa']	5.0	26.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2300	spanish175	female	['puerto', 'rico']	"spanish
(spa)"	['portuguese', '']	['20,', 'female', '']	12.0	academic	['usa']	2.0	20.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2317	spanish176	male	['city,', 'panama']	"spanish
(spa)"	['none']	['55,', 'male', '']	6.0	academic	['usa']	26.0	55.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2328	spanish177	female	['el', 'salvador']	"spanish
(spa)"	['none']	['48,', 'female', '']	17.0	naturalistic	['usa']	26.0	48.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2335	spanish178	female	['el', 'salvador']	"spanish
(spa)"	['none']	['41,', 'female', '']	30.0	naturalistic	['usa']	11.0	41.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2336	spanish179	female	['el', 'salvador']	"spanish
(spa)"	['none']	['55,', 'female', '']	38.0	naturalistic	['usa']	17.0	55.0	spanish
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2338	spanish180	male	['cochabamba,', 'bolivia']	"spanish
(spa)"	['none']	['50,', 'male', '']	35.0	naturalistic	['usa']	16.0	50.0	spanish
